image_path,architectural_style
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003863.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006305.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001528.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003861.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012437.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006695.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012351.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001041.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013534.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014303.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005528.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004450.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001676.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001470.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001603.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013044.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005199.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012259.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009816.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009313.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013755.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\001967.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013527.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004479.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006318.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009619.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008869.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012820.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008323.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004912.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002196.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005535.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002505.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008926.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000117.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005060.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000244.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004599.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002708.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004379.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009340.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008898.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007532.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008057.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008856.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014109.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013545.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012395.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004191.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009972.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002756.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002148.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002627.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012972.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009995.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006872.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005120.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014585.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013884.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011645.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014348.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004958.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009350.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009329.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014517.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009407.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011873.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004837.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\007418.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\006176.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003937.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001687.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005100.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000236.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000910.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009845.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003587.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003576.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013090.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014146.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012207.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006561.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009453.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001575.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012841.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005693.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008241.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005961.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002216.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005440.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012648.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006247.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\001975.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008108.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012256.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014400.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004709.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005335.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011653.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013793.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006256.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005503.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\003092.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006268.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012815.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005931.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009839.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013601.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009440.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004707.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003880.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012210.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011226.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012877.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014272.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011179.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007897.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005668.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014168.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014061.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008030.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001560.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\006923.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000057.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010250.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014196.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001130.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008139.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014393.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000172.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004570.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006686.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004840.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008032.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002662.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010273.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005306.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\006939.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007579.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000568.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011657.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012295.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001013.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\006963.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004202.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012579.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003428.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012397.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001089.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000970.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012416.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\010698.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009396.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012449.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011221.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004593.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002664.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012323.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013366.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004510.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007490.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008052.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009517.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001103.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012855.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007919.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007603.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012260.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004845.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014511.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013463.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011847.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007647.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009400.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006533.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003967.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011368.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003469.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009480.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\003175.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013238.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\010762.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006586.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Byzantine architecture\005075.jpg,Byzantine architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\011003.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000253.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004024.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Deconstructivism\007033.jpg,Deconstructivism
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003911.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009360.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010375.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004486.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009392.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011168.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004690.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000178.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001046.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012225.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008368.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011905.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\003872.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005873.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000397.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009347.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007686.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003570.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011553.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Ancient Egyptian architecture\001510.jpg,Ancient Egyptian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009519.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\010217.jpg,International style
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006692.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000039.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001036.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006434.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Achaemenid architecture\000007.jpg,Achaemenid architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\012975.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013643.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012802.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004387.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006286.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008700.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000958.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008971.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014095.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009760.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007751.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008941.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003355.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011409.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\010455.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002020.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004871.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013500.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005783.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Nouveau architecture\002675.jpg,Art Nouveau architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001195.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004985.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002091.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012327.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011032.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002316.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Russian Revival architecture\013668.jpg,Russian Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006348.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\009041.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001345.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006243.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003251.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Romanesque architecture\013037.jpg,Romanesque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014397.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Chicago school architecture\005928.jpg,Chicago school architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\010465.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002343.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006275.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006417.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Novelty architecture\010789.jpg,Novelty architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Bauhaus architecture\004419.jpg,Bauhaus architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002008.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Colonial architecture\006701.jpg,Colonial architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003758.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Palladian architecture\011286.jpg,Palladian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014085.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007570.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Georgian architecture\008043.jpg,Georgian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007985.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Gothic architecture\008640.jpg,Gothic architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Edwardian architecture\007484.jpg,Edwardian architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Beaux-Arts architecture\004504.jpg,Beaux-Arts architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Art Deco architecture\002567.jpg,Art Deco architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001081.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Postmodern architecture\011651.jpg,Postmodern architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001249.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Tudor Revival architecture\014219.jpg,Tudor Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Queen Anne architecture\012622.jpg,Queen Anne architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Baroque architecture\003768.jpg,Baroque architecture
C:\Users\shand\Downloads\archive\g-images-dataset\Greek Revival architecture\009726.jpg,Greek Revival architecture
C:\Users\shand\Downloads\archive\g-images-dataset\International style\009830.jpg,International style
