image_path,architectural_style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000959.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000960.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000961.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000962.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000964.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000966.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American craftsman style\000967.jpg,American craftsman style
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000968.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000970.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000973.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000975.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000976.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000977.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000978.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000979.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000980.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000981.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000982.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000983.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000984.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000985.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000987.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000988.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000989.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000990.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000991.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000992.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000993.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000994.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000995.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000996.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000997.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\000998.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001001.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001002.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001004.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001006.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001007.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001008.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001009.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001010.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001011.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001012.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001013.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001014.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001015.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001017.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001018.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001019.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001020.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001021.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001022.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001023.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001024.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001025.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001027.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001028.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001029.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001031.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001032.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001033.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001034.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001035.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001036.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001037.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001039.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001040.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001041.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001042.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001043.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001046.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001049.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001050.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001051.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001052.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001053.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001054.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001055.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001057.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001059.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001060.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001061.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001062.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001063.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001064.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001065.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001066.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001067.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001068.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001069.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001070.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001071.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001072.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001073.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001074.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001075.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001076.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001079.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001080.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001081.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001084.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001085.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001087.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001089.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001091.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001092.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001093.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001094.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001095.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001098.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001099.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001100.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001101.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001103.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001104.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001105.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001106.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001108.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001109.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001110.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001111.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001112.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001113.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001114.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001115.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001117.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001118.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001119.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001120.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001122.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001123.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001124.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001126.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001128.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001130.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001131.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001134.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001135.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001137.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001138.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001139.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001140.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001141.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001142.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001143.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001144.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001146.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001147.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001149.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001151.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001152.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001153.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001156.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001157.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001159.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001160.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001164.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001165.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001166.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001167.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001168.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001169.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001171.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001172.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001174.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001175.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001176.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001177.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001180.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001181.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001184.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001186.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001187.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001188.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001190.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001191.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001193.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001194.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001195.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001198.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001199.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001200.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001201.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001203.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001204.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001206.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001207.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001208.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001210.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001211.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001212.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001213.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001216.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001217.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001219.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001220.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001221.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001223.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001224.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001225.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001226.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001228.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001229.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001230.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001232.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001233.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001234.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001239.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001240.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001241.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001242.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001243.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001245.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001246.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001247.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001249.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001253.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001254.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001256.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001257.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001259.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001260.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001261.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001265.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001267.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001268.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001269.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001270.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001272.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001275.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001277.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001279.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001282.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001283.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001284.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001285.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001287.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001290.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001291.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001293.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001295.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001297.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001298.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001301.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001306.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001309.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001311.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001316.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001320.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001321.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001324.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001326.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001327.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001328.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001331.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001332.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001336.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001338.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001340.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001341.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001345.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001346.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001347.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001349.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001352.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001355.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001356.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001358.jpg,American Foursquare architecture
C:\Users\shand\Downloads\archive\g-images-dataset\American Foursquare architecture\001363.jpg,American Foursquare architecture
